amfi_code,CAGR_1Y,CAGR_3Y,CAGR_5Y
100016,-2.2257773892688015,1.2923525892154508,
100025,3.7075527018896492,3.9154793546847033,
100033,53.277195495404996,32.43397122906222,
101206,47.96379447633372,28.960211096593724,
101207,-24.000309180292632,-4.151453816140693,
101208,7.241777200393584,6.314299292105274,
102885,20.222858595384665,19.662361245910965,
102886,-16.807959958672036,-0.7672319440258146,
102887,13.59304393755194,25.549670172502026,
118632,34.007895823651204,22.646647456747715,
118633,25.559539940517382,21.084691029380597,
118634,15.822866445588701,8.0060298597036,
118635,22.510248103762276,20.00321571698329,
118636,10.462462788080341,4.061259859840338,
119092,1.61022963455828,0.5257668501786883,
119093,19.781538524100494,20.8115598266319,
119094,22.277897154308548,35.10252788903541,
119095,-42.81949516662213,-11.703299329834216,
119120,5.525880326360788,5.838988442093762,
119551,60.489297118400344,30.448613060027817,
119552,5.7101178520777784,16.263375081360643,
119598,82.85157468100046,26.66309129954312,
119599,13.957994357447735,-1.337083602283895,
120503,8.495135972254552,13.974980348212673,
120504,13.073788394478303,32.478927222623,
120505,29.627681171526877,31.769242852237323,
120506,41.85299002066023,18.417429266835228,
120507,7.430320855847317,7.392538786263403,
120841,16.849551529398422,17.263014444437943,
120842,22.518986942465922,7.75416750547262,
120843,26.677583918827153,29.57511058901836,
120844,7.125369741102916,6.694394239074852,
125497,28.6975804558778,18.429918008610045,
125498,15.455077019290385,11.242518737374208,
148567,20.37595706234765,33.991970400445304,
148568,14.279834500870736,14.744434832760533,
148569,39.78380253854239,29.17135767741186,
149322,18.12461925339035,18.03973982038829,
149323,21.497414349538225,26.863103668817146,
149324,65.19546577826334,26.99350260734621,
